Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
2157	4208.0	3856.0	['Aldoc', 'Cplx2', 'Cryab', 'Cxcl14', 'Hapln1', 'Id2', 'Ndnf', 'Nrsn1', 'Plp1', 'Slc6a1', 'Snca']	[1.5196011560085214, 0.0014398140806789132, 0.0014126741484003199, 0.9828584565751037, 0.993823700308777, 0.9943948836573994, 0.02532015256358998, 0.9643357393517543, 0.9805574154513781, 1.9784869442498731, 0.0027171930432744987]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.13717477227319586, 0.22800726110803965, 0.10158490787343989, 0.3762642222271479, 0.08239564156409471, 0.0025983890862194955, 0.0024008310565867014, 0.0021713508997856313, 0.0012564554085323545, 0.00119179918221178, 0.0013771940657443832, 0.00286931515134672, 0.0015938963177719418, 0.0010081430954735375, 0.003026568031387075, 0.0010522910692381086, 0.051080085772691644]
2158	4211.0	3883.0	['Cryab', 'Cxcl14', 'Enpp2', 'Hapln1', 'Ndnf', 'Plp1', 'Satb1']	[3.995757397970189, 0.01197411144048792, 1.3505102639568836, 0.0020257783597456697, 0.24275563006743403, 13.871361485812969, 0.9930243671133365]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.0014718165809242275, 0.13756722900557167, 0.054638676950021975, 0.1188722532014559, 0.4783602011061068, 0.20908982315241112]
2159	4211.0	4806.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Neurod6', 'Nov', 'Pde1a', 'Prkca', 'Rasgrf2', 'Reln', 'Rgs4', 'Snca', 'Sst', 'Wfs1', 'Zcchc12']	[2.986625241080466, 0.03493888753336345, 0.0802865108234278, 0.04462260729419382, 0.029926770272551445, 0.04843562731747599, 0.8386607438270904, 0.016801741013433225, 2.874114041372001, 0.0031059076748345335, 0.009744608000722176, 8.377973097136753, 0.015528474554231427, 1.8931386506887111, 0.957536010674256, 0.9691434814284242, 0.7681889255783383, 1.2809607501459388, 0.9783723292573024, 2.9845230620484284, 3.1650756600969547, 0.017759931287998267]	['PC.CA1.2', 'PC.CA1.3']	[0.026423609101221414, 0.9735103334051126]
2160	4215.0	4940.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Bcl11b', 'Cadps2', 'Cck', 'Cplx2', 'Cpne5', 'Cux2', 'Enc1', 'Fam19a1', 'Gda', 'Id2', 'Neurod6', 'Pde1a', 'Plp1', 'Prkca', 'Satb1', 'Serpini1', 'Snca', 'Thsd7a', 'Vip', 'Wfs1']	[4.061699309784884, 0.08538590294548437, 0.0066048223797018435, 0.6076038770519284, 0.9880358771519765, 0.9346205380877958, 0.012805310466428068, 0.023371242005977996, 0.21582961033575723, 3.971484498566945, 0.9985495398326364, 0.0017129491169366612, 0.08306169870385047, 4.0895631197007924, 0.004130545630740429, 0.029855210213616108, 1.9961971907848386, 1.9450418702458372, 0.01713855586703181, 0.020702748231595694, 0.002628633175952156, 0.033545861045754986, 0.0017539727076463605]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0016858301722221464, 0.2849987419319884, 0.7023377082452761, 0.003157270603043722, 0.007820446107810183]
2161	4216.0	4275.0	['3110035E14Rik', 'Aldoc', 'Cxcl14']	[0.9865021264536358, 0.06334157155600742, 1.9815118481786884]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0054733420590863365, 0.01045799905700175, 0.001695065880406071, 0.004243210580992903, 0.004181858791816958, 0.0011777789458937444, 0.0013443509813411572, 0.003010765006714917, 0.0048195296398781656, 0.006144917983045437, 0.007931376743782652, 0.0015044089733131274, 0.006268799048209966, 0.9397409382480697]
2162	4215.0	4876.0	['3110035E14Rik', 'Bcl11b', 'Cadps2', 'Cck', 'Col25a1', 'Enc1', 'Fam19a1', 'Fos', 'Gda', 'Kctd12', 'Kit', 'Lamp5', 'Lhx6', 'Neurod6', 'Nrn1', 'Pde1a', 'Penk', 'Prkca', 'Qrfpr', 'Rgs4', 'Scg2', 'Snca', 'Vip', 'Wfs1']	[1.8579571794518723, 0.0016355812816125275, 0.8248066538923645, 0.961782891680744, 0.9911994611602017, 1.002479129271435, 1.9914969805961684, 0.2950299462460037, 0.013413213683600668, 0.9839044238078867, 0.08521845084454581, 0.01510248857360978, 0.9909084760854456, 6.708633548505127, 1.0926495382757069, 0.4880254230398709, 0.0022223901852451117, 2.210138233459647, 0.9803966047061243, 0.9740251959902914, 0.020914197743634646, 2.0168291642237373, 0.09156229033356982, 1.9343042883027288]	['PC.CA1.2', 'PC.CA1.3']	[0.04229982114712087, 0.9574222394911552]
2163	4225.0	4586.0	['Col25a1', 'Cplx2', 'Cryab', 'Cxcl14', 'Gad1', 'Hapln1', 'Id2', 'Lamp5', 'Npy', 'Prkca', 'Rgs10', 'Scg2', 'Slc6a1', 'Trp53i11']	[3.989807284674696, 0.060284468463673906, 1.4894993203893359, 1.9767407809764215, 9.694566011073814, 0.9907583869097484, 10.607186877880343, 1.9019941308828747, 6.922328703737368, 0.9925359618449828, 0.9987958389432974, 0.9979250231236706, 3.9872852996312513, 0.9749876871821858]	['Cacna2d1.Lhx6.Reln', 'Cacna2d1.Lhx6.Vwa5a', 'Cacna2d1.Ndnf.Npy']	[0.2683810506120379, 0.7302605380903241, 0.001215525891489323]
2164	4232.0	5365.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Cplx2', 'Cxcl14', 'Enc1', 'Id2', 'Neurod6', 'Nrn1', 'Pcp4', 'Plp1']	[1.039117521308979, 0.0013286455613942783, 1.0336884039562775, 0.9948378659818884, 0.0011033520638785814, 0.9796760407309303, 2.9553102610763924, 0.9878141536712349, 0.0036333232680027397, 0.9275887587190869, 3.2097879751611598]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.5', 'PC.CA1.1', 'PC.CA1.2', 'PC.Other1', 'Vsmc', 'Zero']	[0.19895021233869417, 0.03936776481803514, 0.13413744002552128, 0.16275381180582832, 0.239325772267826, 0.015493952081736949, 0.005836027851282449, 0.13968353917138, 0.021885425005768004, 0.0039080779615212665, 0.007376689321885714, 0.0124854441271653, 0.005214406093051304, 0.003179410545284404, 0.0021591072440384383, 0.006340673077613387]
2165	4223.0	4125.0	['Cplx2', 'Id2', 'Prkca']	[0.28719430192239426, 0.975170579586493, 0.9910765229844655]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0026674785156023005, 0.003557833953795129, 0.0020204842172641883, 0.001533683471066655, 0.005392000495194542, 0.00921368835408189, 0.005032073346791611, 0.024271491661701665, 0.01934002125279393, 0.007536940702979882, 0.9169703307161234]
2166	4224.0	3924.0	['Arpp21', 'Cplx2', 'Enpp2', 'Reln', 'Rgs12', 'Rgs4', 'Trp53i11']	[0.14429744445013273, 1.0977084878952408, 0.013140422447310987, 0.0030160310213508314, 0.006486222917706416, 0.23379779891191488, 0.002167379911918199]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.004478298701593015, 0.002726677635806094, 0.0020480209052888484, 0.001679099924599574, 0.004050127509440208, 0.0021255032066086936, 0.0014324032461645233, 0.0023193207860593, 0.0036622011405530977, 0.0021808305197214338, 0.0022939580333084324, 0.00854075868635967, 0.008919452304536455, 0.001570394200863451, 0.008777656415251207, 0.010246617247162065, 0.003926589554859597, 0.0016999906928500358, 0.010752934208382687, 0.9133604180768428]
2167	4224.0	3758.0	['Cadps2', 'Cplx2', 'Cryab', 'Enpp2', 'Plp1', 'Prkca']	[1.0128515247457532, 0.15563582738218504, 0.0035020421980851042, 0.993202715282978, 5.223276498020837, 0.018332441493277344]	['Eryth.1', 'Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.007374453587518286, 0.6736843833230717, 0.02807336680088992, 0.0025563183226125835, 0.009240540096116655, 0.09535641209050089, 0.1808724422783644]
2168	4230.0	3668.0	['Cplx2', 'Cxcl14', 'Kctd12']	[0.9898935405243401, 0.99182178975029, 1.5420550712512404]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.003980301461699982, 0.003154598328149313, 0.0011430801428974364, 0.0015401393126736847, 0.0029666436944970585, 0.005209677268719115, 0.006236084371802905, 0.010118451893107049, 0.012876360830979731, 0.0010483821652366703, 0.0079124825703645, 0.9386996416560803]
2169	4229.0	4835.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Gad1', 'Htr3a', 'Lamp5', 'Neurod6', 'Npy', 'Pde1a', 'Pvalb', 'Rasgrf2', 'Rgs12', 'Scg2', 'Snca', 'Sulf2', 'Tac2', 'Vip', 'Wfs1']	[0.795304057795352, 0.9598982705850344, 0.9667179982096854, 0.0599576311561962, 4.9685149952238925, 2.976073057597404, 1.7575783592132934, 0.9957116443319218, 0.9936259600699933, 0.04370422904977026, 4.662632543048327, 1.078825286237771, 3.196003596451513, 0.007596125053742775, 0.016640984093833137, 0.996006441038661, 0.8754695344145538, 1.0186871666600925, 0.9809550647820245, 2.9947620739347336, 7.7849726877308365, 0.9492053448088226]	['Cck.Cxcl14.Vip', 'Cck.Lmo1.Vip.Crh', 'Cck.Lmo1.Vip.Tac2', 'Vip.Crh.Pcp4']	[0.9694860347493465, 0.02160440444279012, 0.002879903119991357, 0.00601493467228212]
2170	4236.0	5042.0	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cplx2', 'Crym', 'Enc1', 'Enpp2', 'Id2', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pcp4', 'Pde1a', 'Prkca', 'Qrfpr', 'Rgs4', 'Satb1']	[0.9729668297510198, 0.8921320757195964, 1.9932576284804682, 4.724358286229861, 0.9947838563376962, 0.9489657832961224, 2.87574152481585, 4.9833233121577605, 2.964013148155003, 0.015101469238683081, 0.9979916914272379, 8.99157254276416, 1.9945623626258295, 1.9033165495522288, 0.9459097935610833, 1.9940630403217208, 0.9960085615722184]	['PC.Other1', 'PC.Other2']	[0.9383874011400035, 0.061612576112437575]
2171	4239.0	4796.0	['3110035E14Rik', 'Aldoc', 'Arpp21', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gad1', 'Kctd12', 'Neurod6', 'Pde1a', 'Prkca', 'Pvalb', 'Reln', 'Rgs4', 'Scg2', 'Vip', 'Wfs1', 'Zcchc12']	[4.021782050632621, 0.9486932583254598, 1.9045003242003693, 2.986875412227473, 2.591625345513684, 1.995572970218967, 1.9763246343257952, 0.04244162544215297, 0.9786525680518628, 0.011163804410668401, 9.522024956358365, 3.9520148017567354, 0.0105050189789795, 0.18977158889569054, 0.9953934351455637, 1.0973902226833503, 0.9964732643874517, 1.4617522433016836, 0.9992726039497664, 0.9796189207291118]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.013176678620500688, 0.9696794638637467, 0.016937791234419085]
2172	4234.0	4962.0	['3110035E14Rik', 'Adgrl2', 'Bcl11b', 'Cadps2', 'Cplx2', 'Cux2', 'Enc1', 'Gad1', 'Id2', 'Neurod6', 'Pde1a', 'Prkca', 'Pvalb', 'Satb1', 'Snca', 'Vip', 'Wfs1']	[0.006173765750208641, 0.004899580777341059, 0.006239397118946372, 0.0020599398103978124, 1.9768543494228714, 0.2651963169341638, 0.0012292082969218088, 0.86787113986702, 0.989837878324612, 0.9524369181408984, 0.9914387959360955, 0.9945947771504428, 1.554719358529626, 0.038192584726723114, 0.9761494822072839, 0.010906161736152054, 0.7074333886711253]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Cacna2d1.Ndnf.Cxcl14', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'Pvalb.C1ql1.Cpne5', 'Pvalb.C1ql1.Npy', 'Pvalb.C1ql1.Pvalb', 'Pvalb.Tac1.Nr4a2', 'Pvalb.Tac1.Syt2', 'Sst.Erbb4.Th', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.006107132455145935, 0.0024356033540785913, 0.006837936844965731, 0.0021534857760024018, 0.005057958357220374, 0.0016300823563050527, 0.02654691842633702, 0.020023030710953307, 0.03569261239323995, 0.015273520027381774, 0.044203644299902145, 0.014544014066285664, 0.022772629964733396, 0.005213802746823387, 0.010761154343425752, 0.0010599625090395592, 0.007924939073485317, 0.006464886698261248, 0.3229579251588113, 0.09290630796041377, 0.00888870512259716, 0.0025074441333965214, 0.026704019011430106, 0.0037517066868967036, 0.0031726146558612722, 0.033600487590077555, 0.002009860201584932, 0.0013104170510918117, 0.01182389300606028, 0.0035302574507917145, 0.24852988199207324]
2173	4237.0	5107.0	['3110035E14Rik', '6330403K07Rik', 'Adgrl2', 'Cadps2', 'Cplx2', 'Cryab', 'Crym', 'Enc1', 'Gda', 'Id2', 'Neurod6', 'Nrsn1', 'Ntng1', 'Pcp4', 'Pde1a', 'Prkca', 'Rgs4', 'Snca']	[2.997454131278007, 0.9951713255853086, 0.989771045049787, 2.9933380167104056, 3.1607902847283498, 0.9934596720736857, 0.9982756268384236, 0.9985188937633257, 0.9834245356465919, 0.9521367853472681, 1.9932161719073274, 1.9907306300752245, 0.7550796554054753, 0.9980829527908535, 2.3419997521949645, 1.992291530169208, 0.9971814545447633, 0.9976896853673318]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.008038837337341705, 0.006051108992919882, 0.15709311157206743, 0.8288078805041673]
2174	4241.0	4000.0	['Col25a1', 'Nos1', 'Rgs4']	[0.010928340590731273, 0.0014309370767892743, 1.990215803699008]	['Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.05200216699454353, 0.004560200557598677, 0.0014135166539356835, 0.005782092086690519, 0.0073541964458790805, 0.042641830001140205, 0.883367790017168]
2175	4240.0	4318.0	[]	[]	['Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.003517248658660269, 0.005385215241968602, 0.0067317997729758414, 0.008393837326118928, 0.0062055341681398505, 0.9661401342551839]
2176	4246.0	4474.0	['3110035E14Rik', 'Aldoc', 'Col25a1', 'Cplx2', 'Cryab', 'Cxcl14', 'Id2', 'Pcp4', 'Scg2']	[0.1286295177391947, 0.9941460114502062, 0.991107211553887, 2.331934744867012, 0.6743344475843974, 0.9974832312067403, 0.9813394122974604, 0.02994013173541019, 0.1448432688846747]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.2042809651090633, 0.10853114621760346, 0.1807468621126743, 0.11489369161823113, 0.07816957469514224, 0.00693937057736705, 0.004987867045223148, 0.008698424332930131, 0.0061993875732531244, 0.007432872745210769, 0.005424641538896339, 0.0022012307346111356, 0.004900700733466705, 0.0021639590945162998, 0.004742470792217491, 0.004053322364622692, 0.001496274325346233, 0.011639723677524165, 0.00461490609501639, 0.23559660752530034]
2177	4248.0	3524.0	['6330403K07Rik', 'Aldoc', 'Cplx2', 'Id2', 'Plp1', 'Scg2', 'Wfs1']	[0.024067621657117882, 2.8272351874578137, 0.5866705493231593, 4.007800934946428, 0.9850648498004394, 0.8335153971699584, 0.9409868125055934]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5']	[0.0697316518979749, 0.2064298270376201, 0.39172989215025467, 0.26639996897538487, 0.06479259940028315]
2178	4247.0	4357.0	['Arpp21', 'Cplx2']	[0.0026947980760694164, 0.9830201744633248]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0013556556251633955, 0.0013883805552310714, 0.0036096984354230246, 0.006348301197608375, 0.00630277168747922, 0.008558058891305663, 0.006737325834340099, 0.9624961000698151]
2179	4252.0	4870.0	['3110035E14Rik', 'Adgrl2', 'Bcl11b', 'Cadps2', 'Calb2', 'Cck', 'Cplx2', 'Enc1', 'Fos', 'Gda', 'Htr3a', 'Neurod6', 'Npy', 'Pde1a', 'Prkca', 'Rgs4', 'Scg2', 'Snca', 'Vip', 'Wfs1']	[2.120156198002697, 0.9796527490946556, 0.9887106501182982, 1.0031110539161272, 0.9830960605306361, 0.9943824669888877, 2.1340636967978828, 0.9456769136982854, 0.9532751832372071, 0.9966380180838993, 0.8498499025184931, 9.002379019892697, 0.8766088061131234, 1.9879873016110667, 1.2720772568363037, 0.039739354242051265, 0.07000058097377877, 0.002679201615877256, 0.006292734548887407, 10.858703981747302]	['PC.CA1.2', 'PC.CA1.3']	[0.0027618285568084713, 0.9972330736200135]
2180	4259.0	5349.0	['3110035E14Rik', '6330403K07Rik', 'Cryab', 'Enc1', 'Nrn1', 'Pcp4', 'Plp1']	[0.033602592263807664, 0.993291106527946, 0.005547113469329519, 0.010190118147545963, 0.987690451166764, 1.6779413794758433, 0.6797563533038861]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.01845391614680215, 0.0018050818638803727, 0.005745121771705794, 0.001891363054949642, 0.015612142060439382, 0.008622197045296341, 0.013161897196133397, 0.0017353345376629173, 0.016301729185076923, 0.019055749048081997, 0.007874331152286272, 0.01024693260544127, 0.8757997128349295]
2181	4263.0	3966.0	['Aldoc', 'Cck', 'Cnr1', 'Col25a1', 'Cplx2', 'Cux2', 'Cxcl14', 'Enpp2', 'Gad1', 'Gda', 'Kctd12', 'Ndnf', 'Nos1', 'Npy', 'Nrsn1', 'Ntng1', 'Plp1', 'Prkca', 'Reln', 'Rgs4', 'Scg2', 'Trp53i11', 'Wfs1']	[0.9948357617643, 0.9857810239119318, 3.0001960022700622, 1.9314034558210775, 2.8778216836358648, 0.9741512959008747, 5.298323602742744, 0.9750368381286845, 2.9459919135695256, 0.957218712758276, 0.6037836486961665, 1.998042267234272, 0.9849918733544395, 0.9971446751039188, 0.9956673812163127, 1.0087992441616005, 0.0024941330892549263, 0.9963692455216672, 1.9959660687022587, 0.9966152881381694, 3.9715149653988275, 0.9752861980101678, 0.9567528513274215]	['Ntng1.Rgs10', 'Ntng1.Synpr']	[0.9197134142610529, 0.08026103176136078]
2182	4266.0	3928.0	['Cnr1', 'Col25a1', 'Cplx2', 'Cux2', 'Cxcl14', 'Enpp2', 'Gad1', 'Gda', 'Kctd12', 'Ndnf', 'Npy', 'Ntng1', 'Plp1', 'Rasgrf2', 'Reln', 'Rgs12', 'Rgs4', 'Snca', 'Trp53i11']	[2.992605349166167, 2.9959739351193475, 6.890099153947581, 0.0052341495818078836, 0.9733667557114195, 0.0057241008778364365, 4.031650905560353, 0.03559825426266262, 1.010875550546363, 3.727338117371266, 1.990088133923545, 1.9865459147392843, 0.00496575002044451, 0.9955357454302394, 1.790832950337824, 1.8129063621883268, 0.5738061718181096, 0.9952569473152423, 0.508895245743954]	['Ntng1.Rgs10', 'Ntng1.Synpr']	[0.9147521955019305, 0.08523714154747145]
2183	4266.0	4930.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Cux2', 'Enc1', 'Id2', 'Neurod6', 'Nrn1', 'Pde1a', 'Plp1', 'Prkca', 'Rgs4', 'Vip', 'Wfs1']	[4.00253081128546, 0.34448344170279865, 0.9610891038492129, 1.8783953130158602, 0.001517056232785144, 1.041437834378486, 0.04402427606525209, 1.077117728323136, 0.9681761797165352, 4.9802372934770025, 0.002497424388829036, 0.03358131820812749, 2.1150707894998018, 0.996849613764782, 0.9954909021816186, 0.3918680595225176, 1.9194817444158718]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.16028591579817647, 0.836774828092226, 0.002240431140987641]
2184	4276.0	5007.0	['Arpp21', 'Cck', 'Cplx2', 'Enc1', 'Neurod6', 'Prkca', 'Rgs12', 'Rgs4', 'Wfs1']	[0.9611495006367305, 0.0016091282117733148, 2.1260711631098266, 0.004323132823099182, 0.004453632229593483, 1.963992307864315, 0.9944435713520571, 0.005430865441855926, 0.9384086303545395]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.006189045438419774, 0.002138422527371026, 0.003589117762713594, 0.0018034580543560027, 0.01227217184071152, 0.0033700695594146594, 0.012004977581106371, 0.011308294567572907, 0.0012457378368352003, 0.04341680614104855, 0.02420853013000919, 0.045604773672790824, 0.007033850543556075, 0.005131561597702628, 0.009231981150555187, 0.01256238788377825, 0.24697748704834238, 0.013376294488476144, 0.001159488430102005, 0.015536406834938083, 0.006362252411233243, 0.5143001260434984]
2185	4280.0	3539.0	['6330403K07Rik', 'Aldoc', 'Arpp21', 'Cplx2', 'Gabrd', 'Gad1', 'Hapln1', 'Id2', 'Nos1', 'Rasgrf2', 'Scg2', 'Slc6a1', 'Wfs1']	[0.1520556232686797, 1.7750636366589754, 0.99563011795036, 0.0028619726472048214, 0.9944348187047788, 7.793124188472272, 1.7255846578908747, 6.994423714655053, 0.9985488689084748, 0.9974837158207585, 0.8848082609010943, 1.9317638105031918, 0.0011704805714570076]	['Cacna2d1.Lhx6.Reln', 'Cacna2d1.Lhx6.Vwa5a', 'Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Npy', 'Cacna2d1.Ndnf.Rgs10', 'Pvalb.C1ql1.Npy', 'Sst.Cryab']	[0.8308368155708635, 0.09558526182882067, 0.0013419236791312556, 0.009316154417419066, 0.05201637174933308, 0.009383567717747116, 0.0010484747674479368]
2186	4280.0	4838.0	['3110035E14Rik', 'Adgrl2', 'Aldoc', 'Arpp21', 'Cadps2', 'Cck', 'Cplx2', 'Enc1', 'Fos', 'Htr3a', 'Neurod6', 'Pde1a', 'Prkca', 'Pvalb', 'Reln', 'Rorb', 'Scg2', 'Snca', 'Zcchc12']	[0.01428624435247347, 0.058855796910157444, 0.21070461606259955, 1.071859623789652, 0.009933432125335831, 2.0088218147193335, 0.9724886988397415, 1.0527145359422811, 0.011539832585072978, 0.010594791186506995, 3.489159393835202, 1.9658996066338665, 0.17916883597989502, 0.8738270722316109, 0.008775140434938516, 0.9641142979240193, 0.002230032429383761, 0.9887845331695734, 0.9798140297757042]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.09275376485457668, 0.6895239137855228, 0.19890510711469855, 0.016866681191496, 0.0017754392789007271]
2187	4269.0	4813.0	['3110035E14Rik', 'Adgrl2', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Cpne5', 'Enc1', 'Gad1', 'Kctd12', 'Neurod6', 'Nov', 'Pde1a', 'Prkca', 'Pvalb', 'Scg2', 'Snca', 'Vip', 'Wfs1']	[0.990893573689205, 0.8567752125974556, 0.01068677618158585, 0.012230123143046329, 0.0018764379033907467, 0.20020819289322733, 0.9367422916450653, 0.0044093736689602096, 0.0036433268064884417, 0.06833603119368475, 4.965543985509161, 0.0020034453974564497, 0.01578427030215252, 0.015454347955143548, 0.5154726691794516, 0.0010956215266091126, 0.007012174842865472, 0.015897078476145333, 0.8205028029180127]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'Zero']	[0.10974719531709709, 0.40371142471197663, 0.4449582100168528, 0.03770596428918233]
2188	4272.0	4075.0	['3110035E14Rik', 'Cplx2']	[1.9906789642795624, 0.29940972060864685]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.001124172372737274, 0.0013013699386510268, 0.003824008586495927, 0.0059110006049146015, 0.0068658519117248806, 0.008643133516207492, 0.0016638079747765832, 0.007387671445075315, 0.9602906462280706]
