Cell_Num	X	Y	Genenames	CellGeneCount	ClassName	Prob
2127	4153.0	5354.0	['Gad1', 'Plp1', 'Rgs4', 'Trp53i11']	[4.9807778185626965, 2.6334231150935072, 0.9928982506591006, 0.994573506433336]	['Astro.5', 'Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Rgs10', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Ntng1.Chrm2', 'Oligo.5', 'Pvalb.C1ql1.Cpne5', 'Pvalb.Tac1.Nr4a2', 'Pvalb.Tac1.Sst', 'Pvalb.Tac1.Syt2', 'Sst.Erbb4.Crh', 'Sst.Erbb4.Rgs10', 'Sst.Erbb4.Th', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.00174152016775653, 0.001230878871553153, 0.0026970693211906213, 0.25413712901330815, 0.038179609089120325, 0.08712028122482764, 0.007905564190041767, 0.02623232058357228, 0.028422680619305377, 0.04068260381255376, 0.019083172207554518, 0.017260529556938756, 0.04788844131082151, 0.004559069397840199, 0.003920717146419729, 0.0027941772177081103, 0.0011511228488354692, 0.006542676153255015, 0.16830139800839478, 0.0020616094067569244, 0.04653998501820138, 0.002734997408323564, 0.0011917639989625253, 0.05591153904801285, 0.04186820495465926, 0.02562546788670468, 0.05773103437399384]
2128	4139.0	5316.0	['3110035E14Rik', 'Enpp2']	[0.018315315425314848, 0.992725386503944]	['Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0010872420259676783, 0.00447432075235781, 0.005306089696022708, 0.0066490339445986184, 0.008317535374309848, 0.007101529612122423, 0.9640849332209647]
2129	4142.0	4820.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cplx2', 'Cpne5', 'Crym', 'Enc1', 'Fos', 'Htr3a', 'Id2', 'Lamp5', 'Lhx6', 'Neurod6', 'Nrn1', 'Pde1a', 'Prkca', 'Rgs4']	[0.027760054787642086, 0.1558768740254037, 0.018714157077843886, 0.003256941031942464, 0.9218933725648739, 0.008020875469902987, 0.09212469169107564, 0.9752178270693134, 0.00835168894430226, 0.0025683913028176704, 0.34589182488088, 0.007004608537219785, 2.238672716244734, 0.013491875179181507, 0.005669060474987473, 0.007175467492966777, 0.021941655733095568]	['Astro.1', 'Astro.2', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'Vsmc', 'Zero']	[0.0013642031278043054, 0.001392125584605174, 0.0017989825578610208, 0.008282431288392813, 0.0065066244316967226, 0.0012727963442470337, 0.010211850001275218, 0.01129773061480523, 0.007486849927726367, 0.0017551239919800117, 0.010518470146139705, 0.9347949399364012]
2130	4135.0	4349.0	['Aldoc', 'Cadps2', 'Cxcl14', 'Id2', 'Neurod6', 'Pvalb', 'Satb1', 'Wfs1']	[0.001437061100761496, 0.1340957791911635, 1.626841354636029, 0.05028723687281329, 0.001873133718848948, 0.04784453264065111, 0.02147581944152402, 0.013734650781186693]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.006691852580769941, 0.010333901435301608, 0.0035999368675886036, 0.006164467316415106, 0.0055816484868240574, 0.004206649517722299, 0.006450039643093992, 0.0034030800983288916, 0.0020643079832703658, 0.0019301643267532452, 0.005811110375290031, 0.007142936621333015, 0.0010623552618237466, 0.008574284432977393, 0.009675023535176382, 0.00549853330055874, 0.008172020177864349, 0.8999313117534476]
2131	4149.0	4782.0	['3110035E14Rik', 'Adgrl2', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Lhx6', 'Neurod6', 'Nos1', 'Nov', 'Nr4a2', 'Nrn1', 'Nrsn1', 'Pde1a', 'Prkca', 'Rgs4', 'Scg2', 'Snca', 'Wfs1']	[1.0013133219667911, 0.9965194597152744, 0.9698346231470407, 1.0713157093847292, 0.9851251499135745, 1.0356578190469172, 2.3101520543549405, 1.0667820305127753, 0.01656088161846151, 0.04546323514645102, 0.002263994269420709, 0.008107405379648934, 6.885703432948068, 0.002702683971022352, 0.2864570811042835, 0.00439968443056905, 1.0039054348742416, 0.01985960300884802, 0.0013942918962153664, 3.161647465754905, 0.5606844113113392, 0.9911552653285696, 0.045034192790816156, 3.15154018305939]	['PC.CA1.2', 'PC.CA1.3']	[0.058572572202807656, 0.9412004047793158]
2132	4147.0	4995.0	['3110035E14Rik', 'Arpp21', 'Cplx2', 'Fam19a1', 'Id2', 'Neurod6', 'Nrsn1', 'Pde1a', 'Prkca', 'Scg2']	[1.7803396828226021, 0.5886689831469747, 0.04572795488242457, 0.9979556076122541, 0.4174278426641919, 7.019570182585886, 0.038378561680412225, 2.988821817205924, 0.9975497833857943, 0.9711439151209614]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.0029697578869612795, 0.3182284753458453, 0.6756579776996016, 0.001439969892100084, 0.0017036328226919357]
2133	4146.0	4807.0	['3110035E14Rik', 'Arpp21', 'Cck', 'Cplx2', 'Cpne5', 'Crym', 'Enc1', 'Fam19a1', 'Fos', 'Htr3a', 'Lamp5', 'Lhx6', 'Neurod6', 'Nrn1', 'Pde1a', 'Prkca', 'Wfs1']	[0.9922140680521193, 1.0520641230724943, 0.3819460113787762, 0.9756304425893524, 0.020467947299444903, 0.9874240800802079, 1.0024602522982977, 0.9700034540464242, 0.010951987443718616, 1.9305821557294918, 0.49182459581282506, 0.9704541245676626, 5.568264054996044, 0.9922982968556785, 1.0330870302019803, 0.12807349964277517, 0.9673329015726275]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.07633104637901085, 0.9134415391242072, 0.008770123157404237]
2134	4141.0	4845.0	['3110035E14Rik', '6330403K07Rik', 'Cck', 'Cplx2', 'Crym', 'Cxcl14', 'Enc1', 'Fam19a1', 'Fos', 'Id2', 'Kit', 'Lhx6', 'Neurod6', 'Nov', 'Nrn1', 'Pax6', 'Pde1a', 'Prkca', 'Scg2', 'Sema3c', 'Wfs1']	[0.5631755746211745, 0.4607034612667731, 0.854559675276687, 0.7454070520709682, 0.4335180611475847, 0.07366986540522491, 0.9382309646444678, 0.08444096085164463, 0.007870389102107711, 0.7597397154494298, 0.9539540858537608, 0.01547462255559367, 0.02169421157350274, 0.014181976798105513, 0.021619197783594526, 0.6106573858035661, 1.4242305886297293, 0.09158784209336576, 0.005103461571706999, 0.04148894196683589, 2.722166229846306]	['Endo', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2', 'Zero']	[0.0010939239708895048, 0.18216422025527468, 0.38179411275059827, 0.3676362794513641, 0.0056390606266700375, 0.008228331378563701, 0.04430519292061402]
2135	4150.0	5257.0	['3110035E14Rik', 'Crhbp', 'Id2', 'Pvrl3', 'Sst']	[0.09677039908733165, 0.9899935192268214, 0.3016185890697495, 0.050368764026158634, 1.991567790051596]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Sst.Erbb4.Crh', 'Sst.Erbb4.Th', 'Vsmc', 'Zero']	[0.0022804551149468617, 0.0018862079701550682, 0.00112163926117595, 0.002210148585067843, 0.006510023570929104, 0.008074242262464646, 0.01053412907392734, 0.01041887110787455, 0.007906101060214183, 0.007946550558255173, 0.008098689429678355, 0.927612411959576]
2136	4154.0	4059.0	['Cryab', 'Enc1', 'Gad1', 'Pcp4']	[0.0838093844819523, 1.991062020342541, 0.982113008319688, 0.9946538789629404]	['Astro.1', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0028220619880257648, 0.0024361891250154126, 0.0036385816919502537, 0.0017682392540581855, 0.00208905821950543, 0.0013432567780706944, 0.001175012976742049, 0.011331183139860835, 0.005148122352758213, 0.009591937667310453, 0.012341160273144094, 0.008636161688849458, 0.0016251070512805482, 0.011999333763456275, 0.9193299226042151]
2137	4157.0	4462.0	['3110035E14Rik', 'Cplx2']	[0.003470347658596827, 0.05489774426671029]	['Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0010654177454050273, 0.0036267268969403135, 0.005532272906971256, 0.006810584888868305, 0.008486517636597184, 0.006338331392144042, 0.9652370635346488]
2138	4159.0	4834.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Cplx2', 'Cpne5', 'Enc1', 'Id2', 'Kit', 'Lamp5', 'Lhx6', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pde1a', 'Prkca', 'Rgs4', 'Satb1', 'Scg2', 'Snca', 'Wfs1']	[0.25638904122017325, 0.420436838111878, 1.2123748953268256, 0.5160747490551045, 0.980223773402986, 0.05485959528874786, 0.29767570292683804, 0.9193120777721463, 0.008930198232151357, 0.12050070003124923, 0.04076896108248157, 0.14085027885580348, 1.045037708746429, 0.03737729848467533, 0.024960763382585967, 3.9159952628240906, 0.9533500223882839, 0.971628621680039, 0.9440134099400852, 0.005640446968426069, 0.297892195241191]	['Astro.5', 'Cacna2d1.Lhx6.Reln', 'Cacna2d1.Lhx6.Vwa5a', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Ntng1.Chrm2', 'Ntng1.Synpr', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2', 'Pvalb.C1ql1.Cpne5', 'Pvalb.C1ql1.Npy', 'Pvalb.C1ql1.Pvalb', 'Vip.Crh.C1ql1', 'Zero']	[0.0010148881389366602, 0.0016376111376863883, 0.0013616269301814448, 0.0035723218072630206, 0.001021512346745161, 0.0012505647962652014, 0.005576688037651788, 0.003374441285430469, 0.017929504091694397, 0.0017566573613538611, 0.0014138936920200823, 0.07935858050356938, 0.2731588887859045, 0.3733708666279979, 0.1191467133754279, 0.0724593451792282, 0.002612587690707737, 0.010380880651129678, 0.0029308417541353006, 0.005674470176600161, 0.011728356591541615]
2139	4155.0	4851.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Calb2', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Gda', 'Id2', 'Kit', 'Lhx6', 'Neurod6', 'Nrn1', 'Nrsn1', 'Pax6', 'Pde1a', 'Prkca', 'Satb1', 'Scg2', 'Sema3c', 'Tac2', 'Vip', 'Wfs1']	[0.008794290132920561, 0.7230055161087178, 0.008425875098618635, 0.028257848850225576, 1.591030582505105, 0.023997409253374586, 0.06209470032792868, 0.056943078763059485, 0.5764852976571817, 0.004227095048034919, 0.02996936224552914, 0.033645430242614884, 0.9374883818029777, 1.5107059320931995, 0.8904624620481656, 0.9384476914683888, 0.049232678992273675, 0.545198859694816, 0.9951799304854401, 0.007247094281242381, 0.04858603296685198, 0.08045669874347428, 0.002807987563259144, 0.001309317586040877, 0.18797827582088694]	['Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cryab', 'Calb2.Vip.Igfbp4', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2', 'Pvalb.C1ql1.Cpne5', 'Pvalb.C1ql1.Npy', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0013232847940040575, 0.0012958828788299011, 0.0015733340020121541, 0.0010129040624145657, 0.0010371776400513253, 0.0010082329534270543, 0.0015887402654999577, 0.0016493436278519334, 0.10405647050194985, 0.4027165321559633, 0.31931624561624583, 0.023912260505200667, 0.0073561280359053524, 0.003533721509550587, 0.00223831940776412, 0.002654478007225803, 0.0011274121263222584, 0.11151059737379031]
2140	4162.0	4653.0	['Calb2', 'Cck', 'Cplx2', 'Enc1', 'Wfs1']	[0.8350622341429568, 0.9874756642371653, 0.007241046618448283, 0.24960460058371278, 0.03568600009379595]	['Astro.1', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'Vsmc', 'Zero']	[0.0012611065225816866, 0.0015412808036883018, 0.004830076178109523, 0.00654772266992266, 0.00775969150273354, 0.009243956634759971, 0.0012483328075723209, 0.00723445565183969, 0.9554419090860312]
2141	4169.0	3951.0	['Aldoc', 'Arpp21', 'Cplx2', 'Id2', 'Pvalb', 'Rgs12', 'Wfs1']	[0.9753464177428566, 0.006761668283801771, 0.0023027955893165125, 0.9939628761781394, 0.9430280793903132, 0.012028161822170124, 0.02221835093935017]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.016978077599176807, 0.025422164797125092, 0.011378087183004168, 0.010913979199651803, 0.019682549314074604, 0.007287604324795704, 0.004503506943800855, 0.01582983973095445, 0.012204988246543317, 0.007090442389785898, 0.8667277588372403]
2142	4170.0	4910.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Bcl11b', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Gda', 'Id2', 'Neurod6', 'Pde1a', 'Prkca', 'Rgs4', 'Scg2', 'Serpini1', 'Snca', 'Sulf2', 'Wfs1']	[4.031968413232578, 1.0213758491269749, 2.173694227097857, 1.0463740040678031, 1.5457159424781322, 2.0027218695583637, 1.979341600177328, 0.09201200846052535, 0.022503956462090087, 0.8499650754698216, 10.207638087799575, 0.9998763162007896, 0.005959517415748508, 2.967761119508932, 0.011873250969889379, 0.04180413631203785, 0.9840155988759108, 0.8877532302617301, 1.0073213025053118]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.08314436109443848, 0.8968546518753925, 0.019710344917868536]
2143	4171.0	3900.0	['Cck', 'Cplx2', 'Cryab', 'Enpp2', 'Gad1', 'Htr3a', 'Kit', 'Lamp5', 'Npy', 'Plp1', 'Slc6a1', 'Snca', 'Trp53i11', 'Zcchc12']	[0.9694448663541548, 0.11729020296427119, 0.04773553011944491, 0.09066914092482084, 8.083828948677402, 1.9767357312401097, 1.994039572367542, 0.9922842256659233, 6.993596313743746, 0.01728588509802637, 0.9972117090527829, 0.05135862694540045, 1.9888477732594962, 1.9614497864993465]	['Cacna2d1.Ndnf.Cxcl14', 'Cacna2d1.Ndnf.Npy', 'Cacna2d1.Ndnf.Rgs10']	[0.0043596952244382885, 0.29409736238272327, 0.6983211907347602]
2144	4171.0	3974.0	['Aldoc', 'Id2', 'Pvalb', 'Rgs12', 'Wfs1']	[0.017660037709503605, 1.9819541150648494, 0.046296048906317916, 0.9820209884701898, 0.3172550244433593]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.007720969938859794, 0.01440614613518122, 0.012207126925105699, 0.007598427116510782, 0.008379089167367479, 0.001466398407979695, 0.026436390971494972, 0.005822867722533786, 0.032620682977383776, 0.016600033283957785, 0.011783684114704276, 0.850096203135042]
2145	4169.0	3870.0	['Cck', 'Cplx2', 'Cryab', 'Gad1', 'Lamp5', 'Npy', 'Plp1', 'Snca', 'Trp53i11', 'Zcchc12']	[0.018624184364977252, 1.3475843114957637, 0.9440863531170444, 0.9053163148565267, 0.0021120494941166885, 0.0019683083661945254, 0.932580428710772, 0.9408105296049147, 0.002204884973734047, 0.022746830135154588]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.5', 'PC.CA1.1', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.009593285520420014, 0.00291958469211486, 0.003959352605470107, 0.0035517096740080192, 0.010219119042858427, 0.03252678566865232, 0.00656943298514212, 0.02083395770307929, 0.008743440832244938, 0.013101098700227286, 0.00706807088065153, 0.005084419298623519, 0.014985354817291982, 0.0840053514966876, 0.04247632479900988, 0.011925286730931793, 0.012779330592580953, 0.0021346859832259437, 0.0073450907726675015, 0.0016233685082356574, 0.008939111869841448, 0.021840227786883316, 0.6637438292571664]
2146	4171.0	4993.0	['3110035E14Rik', 'Cplx2', 'Cpne5', 'Id2', 'Neurod6', 'Nrsn1', 'Pde1a', 'Scg2']	[0.0010230921329435947, 0.9447030188831798, 0.014415488584166605, 0.08379743233231375, 0.9607204130676437, 0.5465649802835122, 0.0016698152337336829, 0.0023061744822101557]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cntnap5a.Rspo3', 'Calb2.Cntnap5a.Vip', 'Calb2.Vip.Gpd1', 'Calb2.Vip.Igfbp4', 'Calb2.Vip.Nos1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'PC.CA1.1', 'PC.CA1.2', 'Pvalb.Tac1.Nr4a2', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.0045856987465575675, 0.002875205577994222, 0.0022094129912559393, 0.0017484119921275867, 0.004049865701306313, 0.0030270841213604176, 0.0018302153307196518, 0.00314974841676649, 0.003798644409154945, 0.0027162413482222122, 0.002118896574918755, 0.006929709655633703, 0.00853147704433748, 0.0015932247780516809, 0.009317198311733848, 0.010368925747595742, 0.009473985396806623, 0.0026810383326145697, 0.0011392927425120172, 0.002430877077552735, 0.00915148306736056, 0.9027808486308171]
2147	4178.0	3593.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Cryab', 'Enpp2', 'Gad1', 'Id2', 'Nrsn1', 'Pcp4', 'Plp1', 'Reln']	[0.9930001200706065, 0.004972246638939864, 2.0303518702245316, 1.0116653689819732, 1.0463666577112736, 0.9933722245960274, 1.2550805672879113, 0.964362067980466, 1.9332065139909913, 11.677874045051777, 0.994406911413092]	['Eryth.2', 'Oligo.1', 'Oligo.2', 'Oligo.3', 'Oligo.4', 'Oligo.5']	[0.18366418122299877, 0.13713490497692268, 0.0052434314262139875, 0.005866210232594394, 0.09212115240083422, 0.5759668581119008]
2148	4179.0	4863.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Calb2', 'Cck', 'Cdh13', 'Cnr1', 'Enc1', 'Fam19a1', 'Fos', 'Gda', 'Htr3a', 'Kit', 'Neurod6', 'Nov', 'Nrsn1', 'Pde1a', 'Penk', 'Qrfpr', 'Scg2', 'Serpini1', 'Snca', 'Tac2', 'Vip', 'Wfs1']	[0.9477257766921637, 0.00333197546293646, 0.9944060195243015, 0.9509932129738199, 1.2143955556464525, 0.0037627263470962386, 0.014652177361108524, 0.0268289930828074, 0.9947827019425282, 0.04520005130510652, 1.933561030374238, 0.9963009429275942, 0.8771100662842855, 5.047919439733429, 0.007548775776099833, 1.0194542198076992, 3.2259171946051817, 0.05233020120372447, 0.0013094637284856113, 1.0080509094689623, 0.0610854291264494, 0.0012910698416704709, 0.9443688093462664, 0.9467173258995611, 1.0376691314603677]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.008282588156662907, 0.5072510009950961, 0.4802801599683496, 0.0018303703305689706, 0.002355560117848082]
2149	4179.0	3518.0	['6330403K07Rik', 'Aldoc', 'Id2']	[1.9961372404331892, 2.376314233688735, 2.995661494994604]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Zero']	[0.04950275485735701, 0.11708675047693291, 0.6943640736760668, 0.08966551551398232, 0.04582922287670123, 0.0025778932835030456]
2150	4186.0	4791.0	['3110035E14Rik', 'Cadps2', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Htr3a', 'Id2', 'Neurod6', 'Nos1', 'Nov', 'Nr4a2', 'Pde1a', 'Prkca', 'Reln', 'Rgs4', 'Scg2', 'Snca', 'Sst', 'Trp53i11', 'Wfs1', 'Zcchc12']	[3.669153663226229, 0.004738731627438519, 1.0560743850308212, 0.9626872376222768, 0.002817255186617175, 1.095851869362961, 2.3076004712927918, 1.0586302743433293, 0.050295570033856984, 0.93296311944134, 6.675205575801577, 0.007219447629820703, 0.03322119664900525, 0.9737724607362623, 2.160761471352323, 2.155189124270501, 0.05940665970769388, 2.1334184129105704, 1.0276409082642528, 0.02191961650428989, 0.00557433432972, 0.9718397541368543, 2.889155380883209, 0.9720581314577953]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other2']	[0.04129221075490388, 0.9571390192403405, 0.001543086609496363]
2151	4173.0	4822.0	['3110035E14Rik', 'Adgrl2', 'Arpp21', 'Cck', 'Cnr1', 'Cplx2', 'Crym', 'Enc1', 'Fam19a1', 'Id2', 'Neurod6', 'Nov', 'Npy2r', 'Nrn1', 'Pde1a', 'Prkca', 'Rgs4', 'Satb1', 'Scg2', 'Serpini1', 'Snca', 'Wfs1']	[1.7204858962821747, 0.37747424481609954, 1.6371868134716627, 0.48874453176379457, 0.003530204039098924, 0.01637011612811966, 0.04675253525979102, 0.007612651432895351, 0.013013336037256726, 0.0716867194758444, 1.672151607619867, 0.9351786814099865, 0.00300108423650357, 0.02715337533891066, 1.0591449922066165, 0.7524272384389812, 0.9988428696549019, 0.017230474873840395, 0.9767109997486074, 0.0017287424024267587, 1.9691973218218117, 1.6940950268590944]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.005490863326516609, 0.1975782897039982, 0.7282400187986222, 0.012117088060726288, 0.0562585831819609]
2152	4185.0	3457.0	['Aldoc', 'Cplx2', 'Id2']	[0.0991467625271991, 0.1957083807144898, 1.3150879988515525]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Microglia.1', 'Microglia.2', 'Vsmc', 'Zero']	[0.0035485132781871006, 0.0051131300512771306, 0.0024769043214173665, 0.0019995402433629914, 0.004001450549258501, 0.010402596748717007, 0.0051162373874659925, 0.021515638496543116, 0.014365606422449764, 0.008103363417106352, 0.922162860146541]
2153	4181.0	3559.0	['6330403K07Rik', 'Aldoc', 'Cryab', 'Id2', 'Plp1']	[0.05564213902179542, 0.0029336652014960033, 1.9774706113137364, 0.9399795216547698, 0.332790312315718]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Calb2.Cntnap5a.Igfbp6', 'Calb2.Cryab', 'Calb2.Vip.Gpd1', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.4', 'Oligo.5', 'Vip.Crh.C1ql1', 'Vsmc', 'Zero']	[0.01300340461632378, 0.013451769178466182, 0.023117147099618353, 0.014766444636642593, 0.01668265893314237, 0.004755233834663353, 0.0033734239569818245, 0.0010493899761608956, 0.030516616890997862, 0.009058854487765229, 0.014755916112639529, 0.01919509530856686, 0.013360293254708016, 0.0030650533127089285, 0.006286992774575675, 0.0016009062524430092, 0.02282779697055414, 0.7815633880842481]
2154	4194.0	4835.0	['3110035E14Rik', '6330403K07Rik', 'Arpp21', 'Cadps2', 'Cck', 'Cdh13', 'Cnr1', 'Enc1', 'Fam19a1', 'Fos', 'Gda', 'Htr3a', 'Lamp5', 'Neurod6', 'Nov', 'Npy2r', 'Pde1a', 'Penk', 'Rgs4', 'Scg2', 'Serpini1', 'Snca', 'Tac2', 'Vip', 'Wfs1']	[0.008599989403200756, 0.001042015722954127, 0.033019536888609875, 0.005169811728361317, 0.9801098001245884, 0.9842336995214288, 0.974698699055719, 2.9618591852333793, 1.9922549421860127, 0.2495725918651098, 0.03077272847250722, 0.9899232609050025, 0.8660848598121057, 3.337254332455461, 0.9822669745242957, 0.9913124104390575, 1.7899277230994897, 0.9128768763418653, 0.004440260734608852, 0.9612516202497617, 0.9249994463550137, 0.9666511404488628, 0.03447101239142672, 0.04462442807741464, 2.9114293026518507]	['PC.CA1.1', 'PC.CA1.2', 'PC.CA1.3']	[0.01212505750824443, 0.18302899481358303, 0.8041572207462727]
2155	4198.0	5357.0	['3110035E14Rik', 'Aldoc', 'Cryab', 'Cxcl14', 'Gad1', 'Id2', 'Neurod6', 'Pcp4', 'Plp1']	[0.004781394619662055, 0.9571587523628619, 0.9966467817411201, 0.9923042495513957, 0.9948310436789005, 0.026205675933269407, 0.0019953790641786756, 0.05100782633604712, 3.3445759961256383]	['Astro.1', 'Astro.2', 'Astro.3', 'Astro.4', 'Astro.5', 'Endo', 'Eryth.1', 'Eryth.2', 'Microglia.1', 'Microglia.2', 'Oligo.1', 'Oligo.3', 'Oligo.4', 'Oligo.5', 'Vsmc', 'Zero']	[0.029625320071305493, 0.011774529246306707, 0.00637308305296238, 0.0445864419314124, 0.0855975763196501, 0.00556519304818139, 0.02395004713590189, 0.6598825907628435, 0.005130526309152266, 0.0033261811480900863, 0.004813829733467438, 0.0011872276845287242, 0.019889318209789956, 0.05883943117225188, 0.006994518688305756, 0.02909328733360872]
2156	4209.0	4908.0	['3110035E14Rik', '6330403K07Rik', 'Aldoc', 'Arpp21', 'Bcl11b', 'Cck', 'Cplx2', 'Crym', 'Enc1', 'Enpp2', 'Fam19a1', 'Gda', 'Id2', 'Kctd12', 'Neurod6', 'Nrn1', 'Pde1a', 'Plp1', 'Prkca', 'Rgs4', 'Scg2', 'Serpini1', 'Thsd7a', 'Wfs1']	[1.91566556477005, 0.9700938413001788, 0.0014107505729351176, 0.9906220490622089, 0.05431184627480888, 0.1793857038142478, 1.992482836900227, 1.9921700133144926, 0.7452609925912819, 0.9943046944100257, 0.004796039220050139, 0.9579167418168446, 3.0859397629982572, 0.004826652517470892, 2.4091587553913762, 0.9011788517525389, 3.108343316662344, 0.062041374668787355, 1.0563654723611118, 0.024657343640443367, 0.972007184747086, 0.8429091650838322, 0.987885810187658, 0.9954837488618161]	['PC.CA1.2', 'PC.CA1.3', 'PC.Other1', 'PC.Other2']	[0.20461754177762995, 0.16619760862238261, 0.18774086862724979, 0.44122012857246656]
